rater_id,study,repeat1,repeat_stat,reprod,reprod_stat,n_diag,diag_id,validation,stat,coefs,author,pub_year,link1,link,link2,journal,country,lang,pub_type,crop,organ,dis_name,pathogen,pathogen_group,n_dev,n_valid,img_dev,sev_quant,diag_type,col_type,n_diagrams,min_sev,max_sev,n_sads,HB,id_rater,rater_exp,n_assess,id_assess,unaided_R2,aided_R2,unaided_a,aided_a,unaided_b,aided_b,n_citation_2017,Kind_of_lesion,lesion_number,coalesc,lesion_shape,Kind_of_organ
94,12,0,NA,1,R2_a_b,1,1,Unaided_aided,LM,R2_a_b,Sposito et al.,2004,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582004000100012&lng=pt&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Article,Citrus,Fruit,Black spot,Guignardia citricarpa,Fungi,50,50,Digital,SIARCS 3.0,Drawing,Black-white,6,0.5,68,2,Yes,3,NA,1,1,0.89,0.95,6.29,1.8,0.98,0.9,47,NL_IS_COAL,numerous_lesions,coalescent,isometric,Simple_fruit
96,12,0,NA,1,R2_a_b,1,1,Unaided_aided,LM,R2_a_b,Sposito et al.,2004,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582004000100012&lng=pt&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Article,Citrus,Fruit,Black spot,Guignardia citricarpa,Fungi,50,50,Digital,SIARCS 3.0,Drawing,Black-white,6,0.5,68,2,Yes,5,NA,1,1,0.89,0.92,4.07,3.21,1.11,0.95,47,NL_IS_COAL,numerous_lesions,coalescent,isometric,Simple_fruit
92,12,0,NA,1,R2_a_b,1,1,Unaided_aided,LM,R2_a_b,Sposito et al.,2004,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582004000100012&lng=pt&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Article,Citrus,Fruit,Black spot,Guignardia citricarpa,Fungi,50,50,Digital,SIARCS 3.0,Drawing,Black-white,6,0.5,68,2,Yes,1,NA,1,1,0.91,0.94,8.64,2.16,1.74,0.98,47,NL_IS_COAL,numerous_lesions,coalescent,isometric,Simple_fruit
97,12,0,NA,1,R2_a_b,1,1,Unaided_aided,LM,R2_a_b,Sposito et al.,2004,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582004000100012&lng=pt&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Article,Citrus,Fruit,Black spot,Guignardia citricarpa,Fungi,50,50,Digital,SIARCS 3.0,Drawing,Black-white,6,0.5,68,2,Yes,6,NA,1,1,0.91,0.96,2.09,1.29,1.39,1.21,47,NL_IS_COAL,numerous_lesions,coalescent,isometric,Simple_fruit
101,13,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Andrade et al.,2005,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582005000500007,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Article,Eucalyptus,Leaf,Eucalyptus leaf spot,Quambalaria eucalypti,Fungi,200,50,Digital,QUANT,Drawing,Black-white,8,1,32,1,Yes,4,No,1,1,0.61,0.87,2.7,1.79,0.67,1.1,17,NL_IS_COAL,numerous_lesions,coalescent,isometric,Wide_leaf
99,13,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Andrade et al.,2005,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582005000500007,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Article,Eucalyptus,Leaf,Eucalyptus leaf spot,Quambalaria eucalypti,Fungi,200,50,Digital,QUANT,Drawing,Black-white,8,1,32,1,Yes,2,No,1,1,0.73,0.74,2.83,4.12,0.86,0.88,17,NL_IS_COAL,numerous_lesions,coalescent,isometric,Wide_leaf
111,13,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Andrade et al.,2005,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582005000500007,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Article,Eucalyptus,Leaf,Eucalyptus leaf spot,Quambalaria eucalypti,Fungi,200,50,Digital,QUANT,Drawing,Black-white,8,1,32,1,Yes,6,Yes,1,1,0.73,0.85,1.23,0.21,0.57,0.82,17,NL_IS_COAL,numerous_lesions,coalescent,isometric,Wide_leaf
100,13,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Andrade et al.,2005,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582005000500007,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Article,Eucalyptus,Leaf,Eucalyptus leaf spot,Quambalaria eucalypti,Fungi,200,50,Digital,QUANT,Drawing,Black-white,8,1,32,1,Yes,3,No,1,1,0.74,0.8,1.39,2.49,0.75,0.75,17,NL_IS_COAL,numerous_lesions,coalescent,isometric,Wide_leaf
103,13,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Andrade et al.,2005,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582005000500007,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Article,Eucalyptus,Leaf,Eucalyptus leaf spot,Quambalaria eucalypti,Fungi,200,50,Digital,QUANT,Drawing,Black-white,8,1,32,1,Yes,6,Yes,1,1,0.77,0.8,3.05,1.17,0.7,0.7,17,NL_IS_COAL,numerous_lesions,coalescent,isometric,Wide_leaf
98,13,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Andrade et al.,2005,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582005000500007,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Article,Eucalyptus,Leaf,Eucalyptus leaf spot,Quambalaria eucalypti,Fungi,200,50,Digital,QUANT,Drawing,Black-white,8,1,32,1,Yes,1,No,1,1,0.79,0.88,0.11,1.49,0.88,1.95,17,NL_IS_COAL,numerous_lesions,coalescent,isometric,Wide_leaf
102,13,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Andrade et al.,2005,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582005000500007,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Article,Eucalyptus,Leaf,Eucalyptus leaf spot,Quambalaria eucalypti,Fungi,200,50,Digital,QUANT,Drawing,Black-white,8,1,32,1,Yes,5,Yes,1,1,0.79,0.87,2.5,0.76,0.84,0.95,17,NL_IS_COAL,numerous_lesions,coalescent,isometric,Wide_leaf
108,13,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Andrade et al.,2005,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582005000500007,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Article,Eucalyptus,Leaf,Eucalyptus leaf spot,Quambalaria eucalypti,Fungi,200,50,Digital,QUANT,Drawing,Black-white,8,1,32,1,Yes,3,No,1,1,0.79,0.83,6.93,4.63,1.01,0.96,17,NL_IS_COAL,numerous_lesions,coalescent,isometric,Wide_leaf
104,13,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Andrade et al.,2005,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582005000500007,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Article,Eucalyptus,Leaf,Eucalyptus leaf spot,Quambalaria eucalypti,Fungi,200,50,Digital,QUANT,Drawing,Black-white,8,1,32,1,Yes,7,Yes,1,1,0.84,0.86,0.4,1.87,1.02,0.91,17,NL_IS_COAL,numerous_lesions,coalescent,isometric,Wide_leaf
107,13,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Andrade et al.,2005,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582005000500007,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Article,Eucalyptus,Leaf,Eucalyptus leaf spot,Quambalaria eucalypti,Fungi,200,50,Digital,QUANT,Drawing,Black-white,8,1,32,1,Yes,2,No,1,1,0.84,0.85,3.42,3.26,0.92,0.92,17,NL_IS_COAL,numerous_lesions,coalescent,isometric,Wide_leaf
113,13,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Andrade et al.,2005,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582005000500007,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Article,Eucalyptus,Leaf,Eucalyptus leaf spot,Quambalaria eucalypti,Fungi,200,50,Digital,QUANT,Drawing,Black-white,8,1,32,1,Yes,8,Yes,1,1,0.84,0.9,2.81,1.2,0.85,0.92,17,NL_IS_COAL,numerous_lesions,coalescent,isometric,Wide_leaf
106,13,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Andrade et al.,2005,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582005000500007,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Article,Eucalyptus,Leaf,Eucalyptus leaf spot,Quambalaria eucalypti,Fungi,200,50,Digital,QUANT,Drawing,Black-white,8,1,32,1,Yes,1,No,1,1,0.86,0.86,1.51,0.69,0.81,0.92,17,NL_IS_COAL,numerous_lesions,coalescent,isometric,Wide_leaf
109,13,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Andrade et al.,2005,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582005000500007,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Article,Eucalyptus,Leaf,Eucalyptus leaf spot,Quambalaria eucalypti,Fungi,200,50,Digital,QUANT,Drawing,Black-white,8,1,32,1,Yes,4,No,1,1,0.86,0.9,2.89,2.29,0.72,1.02,17,NL_IS_COAL,numerous_lesions,coalescent,isometric,Wide_leaf
110,13,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Andrade et al.,2005,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582005000500007,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Article,Eucalyptus,Leaf,Eucalyptus leaf spot,Quambalaria eucalypti,Fungi,200,50,Digital,QUANT,Drawing,Black-white,8,1,32,1,Yes,5,Yes,1,1,0.88,0.89,0.92,2.26,1.02,0.98,17,NL_IS_COAL,numerous_lesions,coalescent,isometric,Wide_leaf
105,13,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Andrade et al.,2005,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582005000500007,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Article,Eucalyptus,Leaf,Eucalyptus leaf spot,Quambalaria eucalypti,Fungi,200,50,Digital,QUANT,Drawing,Black-white,8,1,32,1,Yes,8,Yes,1,1,0.89,0.92,2.03,0.99,0.85,0.88,17,NL_IS_COAL,numerous_lesions,coalescent,isometric,Wide_leaf
112,13,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Andrade et al.,2005,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582005000500007,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Article,Eucalyptus,Leaf,Eucalyptus leaf spot,Quambalaria eucalypti,Fungi,200,50,Digital,QUANT,Drawing,Black-white,8,1,32,1,Yes,7,Yes,1,1,0.91,0.94,2.61,1.6,0.97,0.97,17,NL_IS_COAL,numerous_lesions,coalescent,isometric,Wide_leaf
134,15,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Nascimento et al.,2005,"<a target = ""_blank"" href=""",NA,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Summa Phytopathol,Brazil,PT,Article,Grapevine,Leaf,Bacterial canker,Xanthomonas campestri pv. viticola,Bacteria,100,50,Drawing paper,AutoCAD,Drawing,Black-white,8,2,91,1,Yes,9,NA,2,1,0.32,0.93,11.45,-2.25,0.82,0.92,26,FL_HET_COAL,few_lesions,coalescent,heterometric,Lobed_leaf
129,15,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Nascimento et al.,2005,"<a target = ""_blank"" href=""",NA,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Summa Phytopathol,Brazil,PT,Article,Grapevine,Leaf,Bacterial canker,Xanthomonas campestri pv. viticola,Bacteria,100,50,Drawing paper,AutoCAD,Drawing,Black-white,8,2,91,1,Yes,4,NA,2,1,0.65,0.92,3.32,-2.6,0.76,0.87,26,FL_HET_COAL,few_lesions,coalescent,heterometric,Lobed_leaf
126,15,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Nascimento et al.,2005,"<a target = ""_blank"" href=""",NA,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Summa Phytopathol,Brazil,PT,Article,Grapevine,Leaf,Bacterial canker,Xanthomonas campestri pv. viticola,Bacteria,100,50,Drawing paper,AutoCAD,Drawing,Black-white,8,2,91,1,Yes,1,NA,2,1,0.66,0.91,9.88,-2.85,1.31,0.93,26,FL_HET_COAL,few_lesions,coalescent,heterometric,Lobed_leaf
135,15,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Nascimento et al.,2005,"<a target = ""_blank"" href=""",NA,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Summa Phytopathol,Brazil,PT,Article,Grapevine,Leaf,Bacterial canker,Xanthomonas campestri pv. viticola,Bacteria,100,50,Drawing paper,AutoCAD,Drawing,Black-white,8,2,91,1,Yes,10,NA,2,1,0.66,0.89,9.42,-0.23,1.29,1,26,FL_HET_COAL,few_lesions,coalescent,heterometric,Lobed_leaf
128,15,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Nascimento et al.,2005,"<a target = ""_blank"" href=""",NA,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Summa Phytopathol,Brazil,PT,Article,Grapevine,Leaf,Bacterial canker,Xanthomonas campestri pv. viticola,Bacteria,100,50,Drawing paper,AutoCAD,Drawing,Black-white,8,2,91,1,Yes,3,NA,2,1,0.77,0.92,9.64,2.07,1.04,1.04,26,FL_HET_COAL,few_lesions,coalescent,heterometric,Lobed_leaf
130,15,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Nascimento et al.,2005,"<a target = ""_blank"" href=""",NA,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Summa Phytopathol,Brazil,PT,Article,Grapevine,Leaf,Bacterial canker,Xanthomonas campestri pv. viticola,Bacteria,100,50,Drawing paper,AutoCAD,Drawing,Black-white,8,2,91,1,Yes,5,NA,2,1,0.79,0.94,4.66,-0.27,0.9,0.96,26,FL_HET_COAL,few_lesions,coalescent,heterometric,Lobed_leaf
133,15,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Nascimento et al.,2005,"<a target = ""_blank"" href=""",NA,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Summa Phytopathol,Brazil,PT,Article,Grapevine,Leaf,Bacterial canker,Xanthomonas campestri pv. viticola,Bacteria,100,50,Drawing paper,AutoCAD,Drawing,Black-white,8,2,91,1,Yes,8,NA,2,1,0.86,0.94,3.56,1.73,0.92,0.96,26,FL_HET_COAL,few_lesions,coalescent,heterometric,Lobed_leaf
127,15,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Nascimento et al.,2005,"<a target = ""_blank"" href=""",NA,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Summa Phytopathol,Brazil,PT,Article,Grapevine,Leaf,Bacterial canker,Xanthomonas campestri pv. viticola,Bacteria,100,50,Drawing paper,AutoCAD,Drawing,Black-white,8,2,91,1,Yes,2,NA,2,1,0.89,0.91,-3.01,0.01,0.83,0.87,26,FL_HET_COAL,few_lesions,coalescent,heterometric,Lobed_leaf
132,15,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Nascimento et al.,2005,"<a target = ""_blank"" href=""",NA,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Summa Phytopathol,Brazil,PT,Article,Grapevine,Leaf,Bacterial canker,Xanthomonas campestri pv. viticola,Bacteria,100,50,Drawing paper,AutoCAD,Drawing,Black-white,8,2,91,1,Yes,7,NA,2,1,0.91,0.94,2.71,-1.33,0.9,0.94,26,FL_HET_COAL,few_lesions,coalescent,heterometric,Lobed_leaf
131,15,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Nascimento et al.,2005,"<a target = ""_blank"" href=""",NA,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Summa Phytopathol,Brazil,PT,Article,Grapevine,Leaf,Bacterial canker,Xanthomonas campestri pv. viticola,Bacteria,100,50,Drawing paper,AutoCAD,Drawing,Black-white,8,2,91,1,Yes,6,NA,2,1,0.93,0.94,-1.02,-2.68,0.74,0.86,26,FL_HET_COAL,few_lesions,coalescent,heterometric,Lobed_leaf
145,16,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Barbosa et al.,2006,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052006000100008,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Summa Phytopathol,Brazil,PT,Article,Chrysanthemum,Leaf,White rust,Puccinia horiana,Fungi,200,50,Digital,AutoCAD,Drawing,Black-white,6,1,30,1,Yes,10,No,2,1,0.59,0.8,2.26,-0.44,1.53,0.92,14,NL_IS_NO_COAL,numerous_lesions,no_coalescent,isometric,Lobed_leaf
143,16,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Barbosa et al.,2006,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052006000100008,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Summa Phytopathol,Brazil,PT,Article,Chrysanthemum,Leaf,White rust,Puccinia horiana,Fungi,200,50,Digital,AutoCAD,Drawing,Black-white,6,1,30,1,Yes,8,No,2,1,0.61,0.86,2.41,0.5,1.21,1,14,NL_IS_NO_COAL,numerous_lesions,no_coalescent,isometric,Lobed_leaf
